Year Foaled,Sire,Dam,Sex,Consignor,Price (€),Purchaser,Price (£),Price (gns)
2020.0,Mehmas (IRE),Mayorstone (IRE),F,West Moor Stud,,SackvilleDonald,,80000.0
2020.0,Zoustar (AUS),Meeting Waters (GB),F,New England Stud,,Jamie Osborne,,20000.0
2020.0,Highland Reel (IRE),Menandore (FR),C,Houghton Bloodstock,,Lot Withdrawn,,
2020.0,Sea The Stars (IRE),Mi Raccomando (GB),C,Fittocks Stud (Agent),,Joseph O'Brien,,80000.0
2020.0,Kodi Bear (IRE),Midnight Martini (GB),F,"Rathbarry Stud, Ireland",,Jason Kelly Bloodstock,,60000.0
2020.0,Kingman (GB),Midnight Thoughts (USA),F,Appletree Stud,,Blandford Bloodstock,,300000.0
2020.0,Kodiac (GB),Milana (FR),C,"Egmont Stud, Ireland",,Manor House Stud,,120000.0
2020.0,Gleneagles (IRE),Mince (GB),F,New England Stud,,Blandford Bloodstock,,82000.0
2020.0,Showcasing (GB),Minoria (GB),F,Whitsbury Manor Stud,,BBA Ireland,,52000.0
2020.0,Mehmas (IRE),Misfortunate (IRE),F,"Baroda Stud, Ireland",,JC Bloodstock,,70000.0
2020.0,New Approach (IRE),Miss Atomic Bomb (GB),F,Genesis Green Stud,,Vendor,,20000.0
2020.0,Footstepsinthesand (GB),Miss Buckshot (IRE),C,"Ringfort Stud, Ireland (Agent)",,Johnston Racing,,35000.0
2020.0,Sea The Moon (GER),Miss Germany (GER),C,Stauffenberg Bloodstock,,Joseph O'Brien,,165000.0
2020.0,Dark Angel (IRE),Miss Infinity (IRE),C,"Haras D'Etreham, France",,Vendor,,130000.0
2020.0,Sea The Moon (GER),Miss Margarita (GB),C,"Manister House Stud, Ireland",,Oliver St Lawrence Bloodstock,,38000.0
2020.0,Kingman (GB),Miss Marjurie (IRE),C,Longview Stud,,Nick Bell,,27000.0
2020.0,Dark Angel (IRE),Miss Nouriya (GB),C,"Ballylinch Stud, Ireland",,Lot Withdrawn,,
2020.0,Muhaarar (GB),Mission Secrete (IRE),C,"Clare Castle Stud, Ireland",,McKeever Bloodstock / C Hills,,75000.0
2020.0,Churchill (IRE),Mitzi Winks (USA),C,"Pallas House Stud, Ireland",,Andrew Balding,,55000.0
2020.0,Nathaniel (IRE),Mix And Mingle (IRE),F,Deerfield Farm,,Cuadra Bernardo,,120000.0
2020.0,Iffraaj (GB),Molly Bloom (FR),C,Barton Stud,,Stroud Coleman Bloodstock,,25000.0
2020.0,Tamayuz (GB),Molly Dolly (IRE),F,"Corduff Stud, Ireland",,Peter & Ross Doyle Bloodstock,,75000.0
2020.0,Lightning Spear (GB),Molly Mayhem (IRE),C,"Kildaragh Stud, Ireland (Agent)",,Hurworth Bloodstock,,78000.0
2020.0,Cracksman (GB),Mondelice (GB),C,"Taroka Stud, Ireland",,Stroud Coleman Bloodstock,,200000.0
2020.0,Kingman (GB),Montalcino (IRE),F,Watership Down Stud,,Lot Withdrawn,,
2020.0,Iffraaj (GB),Moonlife (IRE),F,"Loughtown Stud, Ireland",,McKeever Bloodstock / C Hills,,130000.0
2020.0,Camelot (GB),Moonrise Landing (IRE),C,"Baroda Stud, Ireland",,Blandford Bloodstock,,150000.0
2020.0,Zoustar (AUS),Moons of Jupiter (USA),F,Jamie Railton (Agent),,Jason Kelly Bloodstock,,175000.0
2020.0,Invincible Spirit (IRE),Moorside (GB),C,"Norelands Stud, Ireland",,The Hong Kong Jockey Club,,65000.0
2020.0,Showcasing (GB),More Respect (IRE),C,"Ballyvolane Stud, Ireland",,Sam Sangster Bloodstock,,55000.0
2020.0,Oasis Dream (GB),Morning Chimes (IRE),C,Carisbrooke Stud (Agent),,Richard Hughes Racing,,90000.0
2020.0,Caravaggio (USA),Morning Line (FR),F,The Castlebridge Consignment,,Blue Eyes Bloodstock,,205000.0
2020.0,Kodiac (GB),Most Beautiful (GB),C,"Norelands Stud, Ireland",,Johnston Racing,,52000.0
2020.0,Sea The Stars (IRE),Motivee (IRE),F,Newsells Park Stud Ltd.,,SackvilleDonald,,60000.0
2020.0,Galileo (IRE),Mrs Danvers (GB),F,"Manister House Stud, Ireland",,BBA Ireland / Yulong Investments,,320000.0
2020.0,Bobby's Kitten (USA),Mullein (GB),F,Norris Bloodstock,,Richard Knight / Archwill Bloodstock,,67000.0
2020.0,Sea The Stars (IRE),Mur Hiba (IRE),F,Hazelwood Bloodstock,,Lot Withdrawn,,
2020.0,Invincible Spirit (IRE),Murasaki (GB),C,New England Stud,,Mark Grant Racing,,40000.0
2020.0,Havana Gold (IRE),Muscovado (USA),C,Selwood Bloodstock,,Oliver St Lawrence Bloodstock,,85000.0
2020.0,Harry Angel (IRE),Music And Dance (GB),C,"Ballyhimikin Stud, Ireland",,Howson & Houldsworth Bloodstock,,125000.0
2020.0,Muhaarar (GB),Must Be Me (GB),F,Barton Stud,,Highflyer / H Dunlop,,21000.0
2020.0,Roaring Lion (USA),Mutatis Mutandis (IRE),C,Chasemore Farm,,David Redvers ,,95000.0
2020.0,New Approach (IRE),My Fairy (IRE),C,The Castlebridge Consignment,,MP Tregoning / Halcyon Thoroughbreds,,28000.0
2020.0,Cracksman (GB),My Hope (USA),C,Cheveley Park Stud Ltd.,,Andrew Balding,,45000.0
2020.0,Bated Breath (GB),My Wish (IRE),F,"Church View Stables, Ireland",,Brown Island Stables,,30000.0
2020.0,Ribchester (IRE),Mypreciousblue (GB),C,"Ballyphilip Stud, Ireland",,Jeremy Brummitt / Danny O'Brien,,100000.0
2020.0,Exceed And Excel (AUS),Mystic Dream (GB),F,"Wardstown Stud, Ireland",,Longways Stables,,52000.0
2020.0,Churchill (IRE),Myturn (IRE),C,Oaks Farm Stables,,Owen Burrows,,160000.0
2020.0,Bungle Inthejungle (GB),Nafa (IRE),C,"Rathasker Stud, Ireland",,Michael Dods,,70000.0
2020.0,Le Havre (IRE),Namibie (GB),C,"Knockainey Stud, Ireland",,Lot Withdrawn,,
2020.0,Saxon Warrior (JPN),Nassya (GB),C,"Camas Park Stud, Ireland",,Norris / Huntingdon,,18000.0
2020.0,Golden Horn (GB),Nathalie (GB),F,Newsells Park Stud Ltd.,,Elmhurst Bloodstock For D Menuisier,,32000.0
2020.0,Cracksman (GB),Navajo Charm (GB),C,Byerley Stud,,Lot Withdrawn,,
2020.0,Sea The Stars (IRE),Nectar de Rose (FR),F,The Castlebridge Consignment,,C Gordon-Watson Bloodstock,,60000.0
2020.0,Intello (GER),Never Green (IRE),C,"Clare Castle Stud, Ireland",,Jean Claude Rouget,,22000.0
2020.0,Kessaar (IRE),Never Lose (GB),C,Trickledown Stud,,Vendor,,38000.0
2020.0,Muhaarar (GB),New Plays (IRE),C,"Lodge Park Stud, Ireland",,SackvilleDonald,,70000.0
2020.0,Sea The Moon (GER),Nezhenka (GB),C,"Staffordstown, Ireland",,Highflyer Bloodstock / Eve Johnson Houghton,,18000.0
2020.0,Almanzor (FR),Nicky's Brown Miss (USA),C,"Glenvale Stud, Ireland",,C Gordon-Watson Bloodstock / Al Shaqab,,125000.0
2020.0,Bated Breath (GB),Nigh (IRE),F,"Baroda Stud, Ireland",,Peter & Ross Doyle Bloodstock,,52000.0
2020.0,Australia (GB),Night Fairy (IRE),C,The Castlebridge Consignment,,Mark Flannery,,30000.0
2020.0,Kodiac (GB),Night Queen (IRE),F,Alice Fitzgerald,,Charlie Fellowes Racing,,80000.0
2020.0,Kodiac (GB),Nijah (IRE),F,"Baroda Stud, Ireland",,Nick Bradley Racing / Karl Burke,,45000.0
2020.0,Sea The Stars (IRE),Niku (IRE),F,The Castlebridge Consignment,,D Farrington,,45000.0
2020.0,Siyouni (FR),Ninas Terz (GER),F,The Castlebridge Consignment,,Eckhard Sauren,,85000.0
2020.0,Massaat (IRE),Nippy (FR),C,"Tally-Ho Stud, Ireland",,Rabbah Bloodstock,,28000.0
2020.0,Time Test (GB),Noahs Ark (IRE),C,"Kildaragh Stud, Ireland (Agent)",,Vendor,,40000.0
2020.0,Night of Thunder (IRE),Notary (GB),C,Hazelwood Bloodstock,,Alessandro Marconi For Ahmed Bintooq,,100000.0
2020.0,Bated Breath (GB),Nouvelle Lune (GB),F,Clover Leaf Stud,,Church Farm,,62000.0
2020.0,Sioux Nation (USA),Obama Rule (IRE),C,"Mountarmstrong Stud, Ireland",,Richard Frisby Bloodstock,,60000.0
2020.0,Dandy Man (IRE),Odyssee (FR),C,"Loughtown Stud, Ireland",,SackvilleDonald,,47000.0
2020.0,Mehmas (IRE),Olive Branch (IRE),C,"Tally-Ho Stud, Ireland",,Rabbah Bloodstock,,120000.0
2020.0,Showcasing (GB),On Her Way (GB),C,"Redpender Stud, Ireland",,MC Thoroughbreds,,55000.0
2020.0,Lope de Vega (IRE),One Spirit (IRE),C,The Castlebridge Consignment,,Stuart Williams,,80000.0
2020.0,Cotai Glory (GB),Open Verse (USA),F,"Tally-Ho Stud, Ireland",,Byron Rogers / Star Bloodstock,,38000.0
2020.0,Australia (GB),Open Window (GB),F,"Clare Castle Stud, Ireland",,Liberty Racing 2021,,60000.0
2020.0,Tasleet (GB),Orange Pip (GB),C,"Pier House Stud, Ireland",,McKeever Bloodstock / B Hills,,75000.0
2020.0,Caravaggio (USA),Out of Time (IRE),C,"Lynn Lodge Stud, Ireland",,Mike Murphy / Apollohorses.com,,32000.0
2020.0,Exceed And Excel (AUS),Oziris (GB),F,Voute Sales Ltd. (Agent),,Nick Bradley Racing / G Boughey,,32000.0
2020.0,Lope de Vega (IRE),Pacific Angel (IRE),C,Trickledown Stud,,Rabbah Bloodstock,,55000.0
2020.0,Showcasing (GB),Pacifica Highway (USA),C,Overbury Stud,,Stroud Coleman Bloodstock,,200000.0
2020.0,Roaring Lion (USA),Paco's Angel (GB),F,Barton Stud,,Najd Stud / Peter & Ross Doyle Bloodstock,,120000.0
2020.0,Churchill (IRE),Paddy Again (IRE),F,"Ballylinch Stud, Ireland",,JP Murtagh Racing / Eddie Linehan Bloodstock,,70000.0
2020.0,Saxon Warrior (JPN),Pamona (IRE),C,Oaks Farm Stables,,Gaelic Bloodstock,,105000.0
2020.0,Frankel (GB),Panmolle (GB),F,Stauffenberg Bloodstock,,Tokyo Thoroughbred Club,,230000.0
2020.0,Oasis Dream (GB),Papaver (GB),C,Houghton Bloodstock,,KPF Racing,,25000.0
2020.0,Sea The Stars (IRE),Parade Militaire (IRE),F,Watership Down Stud,,C Gordon-Watson Bloodstock,,70000.0
2020.0,Kodiac (GB),Parasail (GB),C,"Tally-Ho Stud, Ireland",,Grant Tuer,,10000.0
2020.0,Starspangledbanner (AUS),Parknasilla (IRE),C,Galloway Stud,,Carmen Bloodstock,,35000.0
2020.0,Churchill (IRE),Parsnip (IRE),F,Chasemore Farm,,Jamie Railton Sales Agency,,32000.0
2020.0,Churchill (IRE),Partita (GB),C,"Church View Stables, Ireland",,Vendor,,20000.0
2020.0,Acclamation (GB),Party Whip (IRE),C,Hillwood Stud,,Highclere Agency,,90000.0
2020.0,Churchill (IRE),Passegiata (GB),C,"Manister House Stud, Ireland",,Barry Lynch / Michael Dods,,15000.0
2020.0,Roaring Lion (USA),Path Wind (FR),C,"Gestuet Faehrhof, Germany",,Lot Withdrawn,,
2020.0,Australia (GB),Pavement (IRE),C,"Shanaville Stables, Ireland",,Lot Withdrawn,,
2020.0,Muhaarar (GB),Peacehaven (IRE),F,Manor Farm Stud (Rutland),,Vendor,,30000.0
2020.0,Zoustar (AUS),Pearly Spirit (FR),F,Barton Stud,,Con Marnane,,18000.0
2020.0,Zoffany (IRE),Pellinore (USA),C,"Glenvale Stud, Ireland",,Iain Jardine,,27000.0
2020.0,Cracksman (GB),Penny Drops (GB),C,Highclere Stud,,Vendor,,57000.0
2020.0,Muhaarar (GB),Perfect Blessings (IRE),C,Highclere Stud,,Opulence Thoroughbreds,,48000.0
2020.0,Kodiac (GB),Perfect Fun (GB),C,"Kilminfoyle House Stud, Ireland (Agent)",,Jason Kelly Bloodstock,,125000.0
2020.0,Nathaniel (IRE),Perfect Lady (GB),F,Highclere Stud,,Vendor,,20000.0
2020.0,Australia (GB),Piccadilly Filly (IRE),C,Bellewstown Farm Stud,,Highclere Agency,,95000.0
2020.0,Showcasing (GB),Pilates (IRE),F,"Mountarmstrong Stud, Ireland",,Blandford Bloodstock,,120000.0
2020.0,No Nay Never (USA),Pioneer Spirit (GB),C,The Castlebridge Consignment,,Lot Withdrawn,,
2020.0,Kodiac (GB),Pious Alexander (IRE),C,"Mountarmstrong Stud, Ireland",,Gainsborough Thoroughbreds,,230000.0
2020.0,Kingman (GB),Pirouette (GB),C,Lofts Hall Stud,,Stroud Coleman Bloodstock,,130000.0
2020.0,Iffraaj (GB),Place de Moscou (IRE),C,"Torard House Stud, Ireland",,George Scott Racing,,20000.0
2020.0,Kodiac (GB),Planchart (USA),C,"Ballylinch Stud, Ireland",,Meadowview Stables,,87000.0
2020.0,Sea The Moon (GER),Planete Bleue (IRE),F,Ashbrittle Stud,,Lot Withdrawn,,
2020.0,Lope de Vega (IRE),Playfull Spirit (GB),C,The Castlebridge Consignment,,Stroud Coleman Bloodstock,,120000.0
2020.0,Cotai Glory (GB),Poetical (IRE),C,"Owenstown Stud, Ireland",,JP Murtagh Racing / Eddie Linehan Bloodstock,,40000.0
2020.0,Nathaniel (IRE),Pointer (GB),F,Oakgrove Stud,,Jeremy Brummitt / Danny O'Brien,,75000.0
2020.0,Showcasing (GB),Polar Circle (USA),F,Norris Bloodstock,,Megan Evans,,50000.0
2020.0,Almanzor (FR),Polissonne (FR),C,"Haras D'Etreham, France",,Lot Withdrawn,,
2020.0,Expert Eye (GB),Pontenuovo (FR),C,The Castlebridge Consignment,,Johnston Racing,,30000.0
2020.0,Profitable (IRE),Poole Belle (IRE),C,"Boston Stables, Ireland",,Jason Kelly Bloodstock,,22000.0
2020.0,Muhaarar (GB),Poppet's Passion (GB),F,Whatton Manor Stud,,Emma Chilcot,,38000.0
2020.0,Le Havre (IRE),Poppet's Promise (GB),C,"Kildaragh Stud, Ireland (Agent)",,Stroud Coleman Bloodstock,,110000.0
2020.0,Iffraaj (GB),Posh Claret (GB),F,"Ballyphilip Stud, Ireland",,Blandford Bloodstock,,95000.0
2020.0,Kingman (GB),Post Perfection (USA),F,"Ballylinch Stud, Ireland",,Lot Withdrawn,,
2020.0,New Bay (GB),Praden (USA),C,"Baroda Stud, Ireland",,Aguiar Bloodstock / Amo Racing,,260000.0
2020.0,No Nay Never (USA),Predawn (IRE),C,Old Mill Stud,,Lot Withdrawn,,
2020.0,Showcasing (GB),Presiding Officer (GB),F,Kirtlington Stud,,Meridian International / Gestuet Brummerhof ,,55000.0
2020.0,Siyouni (FR),Pretty Paper (IRE),C,Newsells Park Stud Ltd.,,Stroud Coleman Bloodstock,,155000.0
2020.0,Kingman (GB),Priceless Jewel (GB),C,The Castlebridge Consignment,,Hugo Palmer / Middleham Park Racing,,150000.0
2020.0,Starspangledbanner (AUS),Princess Desire (IRE),C,"Marlhill House Stud, Ireland",,Stroud Coleman Bloodstock,,200000.0
2020.0,Caravaggio (USA),Princesse de San (IRE),C,"Castletown Stud, Ireland",,Michael Dods,,32000.0
2020.0,Sea The Moon (GER),Priola (GER),F,Whatton Manor Stud,,Blandford Bloodstock,,50000.0
2020.0,Showcasing (GB),Privacy Order (GB),F,New England Stud,,Longways Stables,,44000.0
2020.0,Dark Angel (IRE),Prontamente (GB),C,"Baroda Stud, Ireland",,M Buckley,,57000.0
2020.0,Dark Angel (IRE),Propel (IRE),C,"Norelands Stud, Ireland",,Avenue Bloodstock,,95000.0
2020.0,Australia (GB),Prosper (GB),C,"Herbertstown House Stud (Co. Kildare), Ireland",,Avenue Bloodstock,,140000.0
2020.0,Belardo (IRE),Prudent Approach (IRE),C,Beechvale Stud,,R K Bloodstock,,50000.0
2020.0,Starspangledbanner (AUS),Pure Elegance (IRE),F,"Manister House Stud, Ireland",,Vendor,,90000.0
2020.0,Sea The Moon (GER),Pure Song (GB),C,Newsells Park Stud Ltd.,,Chauvigny Global Equine,,300000.0
2020.0,Saxon Warrior (JPN),Pure Symmetry (USA),C,"Round Hill Stud, Ireland",,Roger Varian,,95000.0
2020.0,Roaring Lion (USA),Purr Along (GB),F,Newsells Park Stud Ltd.,,James Toller,,80000.0
2020.0,U S Navy Flag (USA),Pyrean (IRE),F,Barouche Stud (Ireland) Ltd.,,Blandford Bloodstock,,120000.0
2020.0,Muhaarar (GB),Pyrenean Queen (IRE),F,"Norelands Stud, Ireland",,Jamie Osborne,,32000.0
2020.0,Free Eagle (IRE),Qatar Princess (IRE),C,Stauffenberg Bloodstock,,Jeremy Brummitt / Danny O'Brien,,150000.0
2020.0,Shamardal (USA),Qaws (GB),C,Houghton Bloodstock,,Vendor,,55000.0
2020.0,Le Havre (IRE),Queen Cordelia (IRE),F,Watership Down Stud,,Eastwind Racing,,120000.0
2020.0,Gleneagles (IRE),Queen Myrine (IRE),C,"Baroda Stud, Ireland",,Nick Bell For Ed Dunlop,,55000.0
2020.0,Showcasing (GB),Queen Philippa (USA),C,Newsells Park Stud Ltd.,,Arthur Hoyeau Agent,,58000.0
2020.0,Highland Reel (IRE),Queen Rabab (IRE),F,"Marlhill House Stud, Ireland",,Vendor,,20000.0
2020.0,Kodiac (GB),Quickstep Queen (GB),F,Felley Priory Stud,,Hamish Macauley Bloodstock,,65000.0
2020.0,Bated Breath (GB),Quiet Queen (GB),F,Trickledown Stud,,Ted Durcan & George Baker,,25000.0
2020.0,Exceed And Excel (AUS),Quinta Verde (IRE),C,"Egmont Stud, Ireland",,Clive Cox Racing,,55000.0
2020.0,Walk In The Park (IRE),Quiritis (GB),C,"Glenvale Stud, Ireland",,Vendor,,85000.0
2020.0,Kodiac (GB),Rainfall Radar (USA),F,"Ballyvolane Stud, Ireland",,Hugo Merry Bloodstock,,120000.0
2020.0,Showcasing (GB),Raja Ampat (IRE),C,"Camas Park Stud, Ireland",,Stroud Coleman Bloodstock,,100000.0
2020.0,Tamayuz (GB),Rare Ransom (GB),F,"Loughtown Stud, Ireland",,Societe d'Entrainement - Gavin Hernon,,11500.0
2020.0,Profitable (IRE),Real Me (GB),C,"Church View Stables, Ireland",,Richard Hughes Racing,,110000.0
2020.0,Sea The Stars (IRE),Real Smart (USA),F,Watership Down Stud,,Robert Roulston Bloodstock ,,140000.0
2020.0,Kodiac (GB),Recife (GER),C,"Baroda Stud, Ireland",,Rabbah Bloodstock,,90000.0
2020.0,Zoustar (AUS),Red Boots (IRE),F,New England Stud,,Tim Easterby,,15000.0
2020.0,Zoffany (IRE),Red Lady (IRE),C,Lofts Hall Stud,,Gaelic Bloodstock,,65000.0
2020.0,Kodiac (GB),Red Raven (IRE),F,Barton Stud,,Alessandro Marconi For Ahmed Bin Harmash,,32000.0
2020.0,Dark Angel (IRE),Redmaven (IRE),C,"Yeomanstown Stud, Ireland",,Denis Coakley,,35000.0
2020.0,Oasis Dream (GB),Redskin Dancer (IRE),F,Manor House Farm Stud,,Richard Frisby Bloodstock,,52000.0
2020.0,Kingman (GB),Reem (AUS),C,Hazelwood Bloodstock,,Juddmonte Farms,,525000.0
2020.0,Showcasing (GB),Reinette (GB),F,"Corduff Stud, Ireland",,Marco Bozzi Bloodstock,,32000.0
2020.0,Gleneagles (IRE),Relevant (IRE),C,Stauffenberg Bloodstock,,Clive Cox Racing,,75000.0
2020.0,More Than Ready (USA),Revolutionintheair (USA),C,"Rathbarry Stud, Ireland",,Richard Frisby Bloodstock,,58000.0
2020.0,Expert Eye (GB),Rickrack (IRE),C,"Ballyhimikin Stud, Ireland",,Sam Sangster Bloodstock,,62000.0
2020.0,Kodiac (GB),Ridge Ranger (IRE),F,"Church View Stables, Ireland (Agent)",,Kilbride Equine,,75000.0
2020.0,Dark Angel (IRE),Ripalong (IRE),F,"Pier House Stud, Ireland",,Lot Withdrawn,,
2020.0,Dark Angel (IRE),Riskit Fora Biskit (IRE),F,Longview Stud,,Vendor,,70000.0
2020.0,Roaring Lion (USA),Rive Gauche (GB),F,Redgate Bloodstock Ltd.,,Karl & Kelly Burke,,38000.0
2020.0,Profitable (IRE),Rochitta (USA),C,Barouche Stud (Ireland) Ltd.,,Peter & Ross Doyle Bloodstock,,65000.0
2020.0,Intello (GER),Rock Choir (GB),C,Kirtlington Stud (Agent),,Sam Sangster Bloodstock,,40000.0
2020.0,Starspangledbanner (AUS),Rocking (GB),F,"Wardstown Stud, Ireland",,Blandford Bloodstock,,75000.0
2020.0,Gleneagles (IRE),Rockshine (GB),C,Throckmorton Court Stud,,Vendor,,28000.0
2020.0,Lope de Vega (IRE),Rococo (GB),C,"Ballylinch Stud, Ireland",,"A C Elliott, Agent",,115000.0
2020.0,Zoustar (AUS),Rohlindi (GB),C,Hillwood Stud,,Ed Bethell / Manor House Stud / Titanium Racing Stables/Titanium racing,,90000.0
2020.0,Night of Thunder (IRE),Romp (GB),C,Elkington Stud,,Joe Foley,,150000.0
2020.0,Showcasing (GB),Roodle (GB),C,Hillwood Stud,,Andrew Balding,,130000.0
2020.0,Churchill (IRE),Rose Blossom (GB),C,Lofts Hall Stud,,Manor House Stud,,95000.0
2020.0,Churchill (IRE),Rose of Africa (IRE),C,New England Stud,,Vendor,,25000.0
2020.0,Muhaarar (GB),Rosie Scot (IRE),C,"Ballyphilip Stud, Ireland",,Crampscastle Bloodstock,,52000.0
2020.0,Showcasing (GB),Rosinka (IRE),C,Lofts Hall Stud,,Eddie Ahern,,30000.0
2020.0,Australia (GB),Royal Blue Caravel (IRE),F,"Marlhill House Stud, Ireland",,Renello Bloodstock Agency / Henk Grewe,,35000.0
2020.0,Tasleet (GB),Royal Visit (IRE),C,Michael Downey,,Kern/Lillingston Association,,75000.0
2020.0,Zoustar (AUS),Rue Cambon (IRE),C,"Yeomanstown Stud, Ireland",,White Birch Farm / Demi O'Byrne,,310000.0
2020.0,Oasis Dream (GB),Ruffled (GB),C,Houghton Bloodstock,,Federico Barberini,,120000.0
2020.0,Gleneagles (IRE),Sabaweeya (GB),C,Barton Stud,,Lot Withdrawn,,
2020.0,Showcasing (GB),Sacre Coeur (GB),F,Whitsbury Manor Stud,,Aidan O'Ryan / Richard Fahey,,170000.0
2020.0,Bobby's Kitten (USA),Sagesse (GB),C,"Staffordstown, Ireland",,Andrew Oliver,,27000.0
2020.0,The Last Lion (IRE),Sally Is The Boss (IRE),C,"Ballybin Stud, Ireland",,Lot Not Sold,,9000.0
2020.0,Bated Breath (GB),Salutare (IRE),C,Whatton Manor Stud,,Blandford Bloodstock,,65000.0
2020.0,Camelot (GB),Salve Aurora (GER),C,"Castletown Stud, Ireland (Agent)",,Lot Withdrawn,,
2020.0,Harry Angel (IRE),Samaah (IRE),C,"Yeomanstown Stud, Ireland",,Peter & Ross Doyle Bloodstock,,150000.0
2020.0,Twilight Son (GB),Samasana (IRE),C,Redgate Bloodstock Ltd.,,Clive Cox Racing,,135000.0
2020.0,Territories (IRE),Sami (GB),C,Brook Stud,,Lot Withdrawn,,
2020.0,Ardad (IRE),Sandy Times (IRE),C,Britton House Stud,,Grove Stud,,150000.0
2020.0,Zoustar (AUS),Saniyaat (GB),C,Barton Stud,,Jill Lamb Bloodstock,,150000.0
2020.0,Frankel (GB),Sans Equivoque (GER),F,Hazelwood Bloodstock,,Lot Not Sold,,145000.0
2020.0,Sea The Stars (IRE),Santa Anabaa (GB),F,Leahan Bloodstock,,Stroud Coleman Bloodstock,,110000.0
2020.0,Expert Eye (GB),Sar Oiche (IRE),C,"Deerpark Stud, Ireland",,Andrew Oliver,,23000.0
2020.0,Galileo Gold (GB),Savannah Poppy (IRE),F,"Tally-Ho Stud, Ireland",,C Gordon-Watson Bloodstock,,65000.0
2020.0,Kodiac (GB),Savida (IRE),C,The Castlebridge Consignment,,Amanda Skiffington ,,50000.0
2020.0,Australia (GB),Savoy Showgirl (IRE),C,"Lynn Lodge Stud, Ireland",,"A C Elliott, Agent",,80000.0
2020.0,Kodiac (GB),Say No Now (IRE),C,"Rathbarry Stud, Ireland (Agent)",,Rabbah Bloodstock,,125000.0
2020.0,Make Believe (GB),Say To Me (FR),C,Fernham Farm,,Peter & Ross Doyle Bloodstock,,58000.0
2020.0,Camelot (GB),Scarlet And Gold (IRE),C,The Castlebridge Consignment,,Oliver St Lawrence Bloodstock,,60000.0
2020.0,Roaring Lion (USA),Sea Chorus (GB),C,Jamie Railton (Agent),,Matthew Sharpe,,21000.0
2020.0,Cracksman (GB),Sea Horn (FR),F,Glebe Farm Stables,,Ed Dunlop Racing / J D Moore,,50000.0
2020.0,Sea The Moon (GER),Sea of Hope (IRE),C,"Kildaragh Stud, Ireland (Agent)",,Vendor,,40000.0
2020.0,Oasis Dream (GB),Sea The Queen (IRE),F,Oakgrove Stud,,Rae Guest Racing (P.S.),,20000.0
2020.0,No Nay Never (USA),Seatone (USA),C,"Camas Park Stud, Ireland",,Peter & Ross Doyle Bloodstock,,450000.0
2020.0,Harry Angel (IRE),Secret Keeper (GB),C,Barton Stud,,Vendor,,30000.0
2020.0,Bated Breath (GB),Self Centred (GB),F,Newsells Park Stud Ltd.,,Vendor,,55000.0
2020.0,Oasis Dream (GB),Semaral (IRE),C,Moyns Park Stud,,Margaret O'Toole / Oak Tree Farm ,,45000.0
2020.0,Iffraaj (GB),Send Up (IRE),F,"Tradewinds Stud, Ireland",,Highclere Agency,,65000.0
2020.0,Australia (GB),Sent From Heaven (IRE),C,New England Stud,,Johnston Racing,,52000.0
2020.0,Kodiac (GB),Serafina's Flight (GB),C,"Ringfort Stud, Ireland",,Andrew Balding,,60000.0
2020.0,Mastercraftsman (IRE),Serienhoehe (IRE),F,Stauffenberg Bloodstock,,Vendor,,50000.0
2020.0,Roaring Lion (USA),Seychelloise (GB),C,"Staffordstown, Ireland",,Michael Dods,,65000.0
2020.0,Dark Angel (IRE),Shahad (IRE),C,"Mount Coote Stud, Ireland",,Lot Withdrawn,,
2020.0,Sea The Stars (IRE),Shahah (GB),F,The Castlebridge Consignment,,Stroud Coleman Bloodstock,,170000.0
2020.0,Zoffany (IRE),Shake The Moon (GER),C,WH Bloodstock,,SackvilleDonald,,55000.0
2020.0,Night of Thunder (IRE),Shallika (IRE),C,Jamie Railton (Agent),,Brown Island Stables,,42000.0
2020.0,Mastercraftsman (IRE),Shanjia (GER),C,"Aughamore Stud, Ireland",,Ed Dunlop Racing,,140000.0
2020.0,Kingman (GB),Shapes (IRE),C,"Croom House Stud, Ireland",,D Farrington,,170000.0
2020.0,Kodiac (GB),Shareva (IRE),C,"Tally-Ho Stud, Ireland",,Vendor,,55000.0
2020.0,Mehmas (IRE),She's Different (IRE),C,"Tally-Ho Stud, Ireland",,Nick Bell,,42000.0
2020.0,Kodiac (GB),Shehila (IRE),F,"Tally-Ho Stud, Ireland",,Ben McElroy Agent,,340000.0
2020.0,Cityscape (GB),Shenir (GB),C,Theakston Stud,,JP Murtagh Racing / Eddie Linehan Bloodstock,,30000.0
2020.0,Sea The Moon (GER),Shimrana (IRE),C,"Kilminfoyle House Stud, Ireland (Agent)",,"A C Elliott, Agent",,280000.0
2020.0,Kodiac (GB),Shobobb (GB),F,"Tally-Ho Stud, Ireland",,Gainsborough Thoroughbreds,,210000.0
2020.0,Churchill (IRE),Short Call (IRE),F,Newsells Park Stud Ltd.,,Norris / Huntingdon,,75000.0
2020.0,Zoustar (AUS),Shozita (GB),C,Trinity Park Stud,,Highflyer Bloodstock / Eve Johnson Houghton,,40000.0
2020.0,Zoffany (IRE),Shreyas (IRE),C,The Castlebridge Consignment,,David Redvers ,,125000.0
2020.0,Zoustar (AUS),Shumoos (USA),C,Barton Stud,,Lot Withdrawn,,
