Year Foaled,Sire,Dam,Sex,Consignor,Price (€),Purchaser,Price (£),Price (gns)
2020.0,Caravaggio (USA),Shy Bride (IRE),Colt,Barronstown Stud,,Vendor (28000),,
2020.0,Starspangledbanner (AUS),Sibling Honour (GB),Filly,Glenvale Stud,250000.0,Peter & Ross Doyle B/S        ,,
2020.0,No Nay Never (USA),Silent Thoughts (IRE),Filly,Barronstown Stud,200000.0,West Bloodstock               ,,
2020.0,Sioux Nation (USA),Similu (GB),Filly,Glenvale Stud,55000.0,Fergal O'Brien                ,,
2020.0,Sea The Stars (IRE),Simple Elegance (USA),Filly,Gormanstown Stud,40000.0,Lackendarra Stables/E Linehan ,,
2020.0,Invincible Spirit (IRE),Simply Awesome (IRE),Colt,Tally Ho Stud,,Not Sold (95000),,
2020.0,Galileo (IRE),Simply Perfect (GB),Colt,Oaks Farm Stables,,Withdrawn,,
2020.0,Sea The Stars (IRE),Sindjara (USA),Filly,Gormanstown Stud,90000.0,Manor House Stud              ,,
2020.0,Profitable (IRE),Singapore Lilly (IRE),Filly,Manister House Stud,85000.0,SackvilleDonald               ,,
2020.0,Dark Angel (IRE),Single (FR),Filly,Camas Park Stud,90000.0,"Kim Valerio,Agent DJ Stables  ",,
2020.0,Profitable (IRE),Sleeping Beauty (IRE),Colt,The Castlebridge Consignment,200000.0,"Justin Casse, Agent           ",,
2020.0,Profitable (IRE),Snooze (IRE),Colt,Oghill House Stud,80000.0,Oak Tree Farm                  (PS),,
2020.0,Churchill (IRE),Snow Dust (GB),Colt,Castlehyde Stud,30000.0,New Approach/Marco Botti       (PS),,
2020.0,U S Navy Flag (USA),Snowflakes (IRE),Colt,The Castlebridge Consignment,60000.0,Johnston Racing               ,,
2020.0,Kingman (GB),Snowy Winter (USA),Colt,Barronstown Stud,,Not Sold (195000),,
2020.0,Australia (GB),So Long Marianne (IRE),Colt,The Castlebridge Consignment,95000.0,Richard Ryan                  ,,
2020.0,Camacho (GB),Society Gal (IRE),Colt,Lynn Lodge Stud,45000.0,McKeever BS/C Hills           ,,
2020.0,Dark Angel (IRE),Sommorell (IRE),Colt,Yeomanstown Stud,,Vendor (200000),,
2020.0,Frankel (GB),Sophie Germain (IRE),Filly,Galbertstown Stables,650000.0,Al Shira'aa Farm              ,,
2020.0,Dandy Man (IRE),Souzie (IRE),Colt,Ballygallon Stud Ltd,100000.0,Richard Ryan                  ,,
2020.0,Lope de Vega (IRE),Special Gal (FR),Filly,Ballylinch Stud,120000.0,Tina Rau  Bloodstock           (PS),,
2020.0,Belardo (IRE),Spectacular Show (IRE),Filly,Kildaragh Stud,40000.0,Durcan Bloodstock/Paolo Neri  ,,
2020.0,Dark Angel (IRE),Spesialta (GB),Colt,Ballylinch Stud,85000.0,Johnston Racing               ,,
2020.0,Fast Company (IRE),Spinning Ruby (GB),Colt,Newlands House Stud,40000.0,Whitethorn Stud               ,,
2020.0,Mendelssohn (USA),Spirit Queen (IRE),Colt,Glenvale Stud,325000.0,Dr Ramon Tallat/Adrian Wallace,,
2020.0,Kitten's Joy (USA),Spring Leaf (FR),Filly,Rathbarry Stud,85000.0,R O'Ryan/Norman Steel         ,,
2020.0,Zoffany (IRE),Standing Rock (IRE),Filly,The Castlebridge Consignment,68000.0,Johnston Racing               ,,
2020.0,Starspangledbanner (AUS),Star Blossom (USA),Colt,Baroda Stud,60000.0,A.Al-MalekAl-Sabah/J McCalmont,,
2020.0,Gleneagles (IRE),Start The Music (IRE),Colt,Clifton Farm,50000.0,Howson & Houldsworth/Genesis  ,,
2020.0,Le Havre (IRE),Statuesque (GB),Filly,Abbeville Stud,140000.0,Glyn Davies                   ,,
2020.0,Make Believe (GB),Stealth Bolt (USA),Filly,Airlie Stud,34000.0,Hurworth Bloodstock           ,,
2020.0,Camelot (GB),Stealth Missile (IRE),Filly,Irish National Stud,130000.0,Filip Zwicky/Soren Jensen     ,,
2020.0,Dandy Man (IRE),Step Sequence (GB),Filly,The Castlebridge Consignment,50000.0,Longways Stables              ,,
2020.0,Kingman (GB),Stirring Ballad (GB),Colt,Lynn Lodge Stud,260000.0,"A.C.Elliott,Agent             ",,
2020.0,U S Navy Flag (USA),Stor Mo Chroi (IRE),Colt,Croom House Stud,75000.0,SackvilleDonald               ,,
2020.0,Caravaggio (USA),Straw Hat (IRE),Filly,Barronstown Stud,25000.0,Kim Valerio                    (PS),,
2020.0,Zoustar (AUS),Sudu Queen (GER),Filly,Baroda Stud,58000.0,Montgomery Motto              ,,
2020.0,No Nay Never (USA),Surprisingly (IRE),Filly,Whitehall Stud,300000.0,Elliott/McElroy for Amo Racing,,
2020.0,No Nay Never (USA),Sutton Veny (IRE),Filly,Camas Park Stud,120000.0,"Ben McElroy, Agent            ",,
2020.0,Kingman (GB),Sweet Acclaim (IRE),Colt,Baroda Stud,100000.0,Niall Brennan                 ,,
2020.0,No Nay Never (USA),Sweet Charity (FR),Colt,Camas Park Stud,620000.0,M V Magnier                   ,,
2020.0,Showcasing (GB),Syann (IRE),Filly,Lynn Lodge Stud,40000.0,Johnston Racing               ,,
2020.0,Zoffany (IRE),Symposia (GB),Filly,Croom House Stud,15000.0,Whitethorn Stud                (PS),,
2020.0,Saxon Warrior (JPN),Take A Deep Breath (GB),Filly,Lynn Lodge Stud,,Vendor (50000),,
2020.0,Galileo (IRE),Take Me With You (USA),Filly,The Castlebridge Consignment,360000.0,Newtown Anner Stud            ,,
2020.0,Gleneagles (IRE),Tallulah Bell (USA),Colt,Gormanstown Stud,55000.0,Jarlsbo JLC AB                ,,
2020.0,Zoffany (IRE),Tanyeli (IRE),Colt,Woodtown House Stud,80000.0,Richard Ryan                  ,,
2020.0,El Kabeir (USA),Taraeff (IRE),Filly,Yeomanstown Stud,28000.0,Nick Bradley Racing           ,,
2020.0,Churchill (IRE),Tarbela (IRE),Filly,Glenvale Stud,160000.0,Rockfield Farm                ,,
2020.0,Gleneagles (IRE),Tayara (GB),Colt,Baroda Stud,35000.0,Gerry Hogan Bloodstock        ,,
2020.0,Sea The Moon (GER),Tegara (GB),Colt,Ballyvolane Stud,100000.0,Barry Lynch/Bjorn Baker/Clarke,,
2020.0,Sioux Nation (USA),Thames Pageant (GB),Colt,Pier House Stud,50000.0,J B Bloodstock                ,,
2020.0,Sea The Stars (IRE),The Fairy (IRE),Filly,Airlie Stud,95000.0,SackvilleDonald               ,,
2020.0,Dark Angel (IRE),The Hermitage (IRE),Colt,Yeomanstown Stud,70000.0,Clive Cox Racing              ,,
2020.0,Karakontie (JPN),The Tulip (IRE),Colt,Airlie Stud,38000.0,Peter Nolan Bloodstock,,
2020.0,Zoustar (AUS),Threetimesalady (GB),Filly,Manister House Stud,110000.0,Peter & Ross Doyle/M Herinckx ,,
2020.0,Pivotal (GB),Tigrilla (IRE),Colt,Tradewinds Stud,45000.0,BBA Ireland/Yulong Investments,,
2020.0,Churchill (IRE),Timepecker (IRE),Filly,Glacken View,47000.0,Bobby O'Ryan                  ,,
2020.0,Bungle Inthejungle (GB),Titian Saga (IRE),Colt,Newlands House Stud,85000.0,Johnston Racing               ,,
2020.0,Zoffany (IRE),Toi Et Moi (IRE),Filly,Mount Coote Stud,170000.0,MyRacehorse.com/P Antonacci   ,,
2020.0,Kodiac (GB),Tooraweenah (GB),Colt,Ballyvolane Stud,30000.0,Tim Easterby                  ,,
2020.0,Dubawi (IRE),Traffic Jam (IRE),Filly,Ballylinch Stud,200000.0,Tina Rau  Bloodstock          ,,
2020.0,Siyouni (FR),Trophee (FR),Filly,Ballylinch Stud,,Vendor (80000),,
2020.0,Acclamation (GB),Up In Time (GB),Colt,Roundhill Stud,180000.0,Gaelic Bloodstock             ,,
2020.0,Zoustar (AUS),Utterly Charming (IRE),Filly,Lodge Park Stud,160000.0,Federico Barberini            ,,
2020.0,Kodi Bear (IRE),Vadsa Glory (IRE),Filly,Derryluskin Stud,75000.0,Paddy Twomey                  ,,
2020.0,Mehmas (IRE),Vida Amorosa (IRE),Colt,Tally Ho Stud,225000.0,Peter & Ross Doyle B/S        ,,
2020.0,Fast Company (IRE),Village Fete (GB),Colt,Boherguy Stud,40000.0,Peter Allen                   ,,
2020.0,Starspangledbanner (AUS),Virginia Celeste (IRE),Colt,The Castlebridge Consignment,82000.0,De Burgh Equine               ,,
2020.0,No Nay Never (USA),Vivere (IRE),Colt,Rockfield Farm,20000.0,Ruffles Racing                ,,
2020.0,Le Havre (IRE),Vrai (IRE),Filly,Pier House Stud,90000.0,Peter & Ross Doyle B/S        ,,
2020.0,Caravaggio (USA),Wandering Spirit (GER),Filly,Camas Park Stud,,Not Sold (24000),,
2020.0,Sea The Stars (IRE),Wannabe Loved (GB),Colt,Baroda Stud,160000.0,Joseph O'Brien                ,,
2020.0,James Garfield (IRE),Welcome Spring (IRE),Filly,Betaghstown Stud,20000.0,Howson & Houldsworth/G Boughey,,
2020.0,Kodiac (GB),Welsh Anthem (GB),Filly,Tally Ho Stud,125000.0,Bobby O'Ryan/Ben Haslam       ,,
2020.0,Camelot (GB),Wild Child (IRE),Filly,Galbertstown Stables,200000.0,"Kenneth McPeek, Agent         ",,
2020.0,Lope de Vega (IRE),Wild Irish Rose (IRE),Filly,Ballylinch Stud,100000.0,"Mike Akers, JBTC              ",,
2020.0,Lope de Vega (IRE),Willoughby (IRE),Filly,Gormanstown Stud,250000.0,Pattern Bloodstock            ,,
2020.0,Sea The Stars (IRE),Wo de Xin (GB),Filly,The Castlebridge Consignment,82000.0,Glending Stables              ,,
2020.0,El Kabeir (USA),Wojha (IRE),Colt,Yeomanstown Stud,58000.0,McKeever Bloodstock/C Hills   ,,
2020.0,Zoffany (IRE),Wondrous Story (USA),Filly,Glenvale Stud,,Not Sold (48000),,
2020.0,U S Navy Flag (USA),Wrood (USA),Filly,The Castlebridge Consignment,290000.0,Dwayne Woods                  ,,
2020.0,Saxon Warrior (JPN),Yellowhammer (GB),Filly,Croom House Stud,95000.0,BBA Ireland                   ,,
2020.0,Nathaniel (IRE),Yoga (IRE),Filly,Airlie Stud,40000.0,D Farrington                  ,,
2020.0,Cotai Glory (GB),York Express (GB),Colt,Ballymorris Stud,170000.0,Highflyer Bloodstock          ,,
2020.0,No Nay Never (USA),Za'hara (IRE),Filly,Glenvale Stud,25000.0,Joesph Burke                   (PS),,
2020.0,Saxon Warrior (JPN),Zaitana (IRE),Colt,Baroda Stud,,Vendor (68000),,
2020.0,Iffraaj (GB),Zara (BRZ),Colt,Boherguy Stud,,Withdrawn,,
2020.0,No Nay Never (USA),Zee Zee Gee (GB),Filly,Whitehall Stud,120000.0,Rabbah Bloodstock             ,,
2020.0,Dandy Man (IRE),Zehrah (IRE),Colt,Killourney Mor Farm,90000.0,Fredy Tylicki BS/Steve Bradley,,
2020.0,Dark Angel (IRE),Zendia (GB),Filly,The Castlebridge Consignment,12000.0,Paragon B'stock/Shanville Stbs,,
2020.0,Invincible Spirit (IRE),Zippy Rock (IRE),Colt,Camas Park Stud,,Vendor (60000),,
2020.0,Sea The Stars (IRE),Aaraamm (USA),Filly,Oaklawn Stud,100000.0,Niall Brennan/Anthony Dutrow  ,,
2020.0,Oasis Dream (GB),Abbakova (IRE),Colt,Baroda Stud,82000.0,Peter & Ross Doyle B/S        ,,
2020.0,New Bay (GB),Abstain (GB),Filly,Oaklawn Stud,75000.0,BRS Bloodstock                ,,
2020.0,Night of Thunder (IRE),Adhwaa (GB),Filly,Irish National Stud,150000.0,Deuce Greathouse/Pura Vida    ,,
2020.0,Zoffany (IRE),African Beat (IRE),Filly,The Castlebridge Consignment,40000.0,Crampscastle Bloodstock       ,,
2020.0,Invincible Spirit (IRE),Aimhirgin Lass (IRE),Filly,Irish National Stud,170000.0,Flurry Racing Stables         ,,
2020.0,Dark Angel (IRE),Aintisari (IRE),Filly,Rathbarry Stud,62000.0,Willie McCreery               ,,
2020.0,No Nay Never (USA),Al Joza (GB),Colt,Baroda Stud,160000.0,"A.C. Elliott, Agent           ",,
2020.0,Sea The Stars (IRE),Alamode (GB),Colt,Staffordstown,110000.0,Johnston Racing               ,,
2020.0,Sea The Moon (GER),Albizzia (GB),Filly,Staffordstown,38000.0,John McConnell Racing         ,,
2020.0,Kingman (GB),Alexander Goldrun (IRE),Colt,Mountarmstrong Stud,,Vendor (200000),,
2020.0,Ribchester (IRE),Alexander Youth (IRE),Filly,Mountarmstrong Stud,72000.0,Gaelic Bloodstock             ,,
2020.0,Zoustar (AUS),Alexiade (IRE),Colt,Yellowford Farm,140000.0,Avenue Bloodstock             ,,
2020.0,Caravaggio (USA),Alfea (GB),Filly,Castlehyde Stud,,Not Sold (45000),,
2020.0,Roaring Lion (USA),All At Sea (GB),Colt,Staffordstown,130000.0,Glyn Davies                   ,,
2020.0,Sioux Nation (USA),All Time High (IRE),Colt,Castlehyde Stud,125000.0,Magnolia Racing               ,,
2020.0,Saxon Warrior (JPN),Alltherightmoves (IRE),Colt,Herbertsown House Stud,50000.0,Johnston Racing               ,,
2020.0,Kendargent (FR),Alma Mater (GB),Colt,Staffordstown,80000.0,Johnston Racing               ,,
2020.0,Sea The Stars (IRE),Alonsoa (IRE),Filly,Lodge Park Stud,,Withdrawn,,
2020.0,Mastercraftsman (IRE),Alpha Lupi (IRE),Colt,Camas Park Stud,,Withdrawn,,
2020.0,Almanzor (FR),Alta Stima (IRE),Colt,Kilminfoyle House Stud,135000.0,Peter & Ross Doyle B/S        ,,
2020.0,Churchill (IRE),Alumni Award (GB),Colt,Glenvale Stud,68000.0,Kilglin Stables               ,,
2020.0,Sioux Nation (USA),Always Special (IRE),Colt,Baroda Stud,,Vendor (20000),,
2020.0,Tamayuz (GB),Ameliorate (IRE),Filly,Ringfort Stud,16000.0,Peter & Ross Doyle B/S        ,,
2020.0,Lope de Vega (IRE),Amie Noire (GER),Colt,The Castlebridge Consignment,130000.0,Peter & Ross Doyle B/S        ,,
2020.0,El Kabeir (USA),Amurra (GB),Colt,Yeomanstown Stud,35000.0,Jason Kelly Bloodstock        ,,
2020.0,Dark Angel (IRE),Andorra (GB),Filly,Al Eile Stud,100000.0,Grove Stud                    ,,
2020.0,Kodiac (GB),Aphrodite's Angel (IRE),Colt,Owenstown Stud,,Withdrawn,,
2020.0,Teofilo (IRE),Aquamarine (JPN),Colt,Castlehyde Stud,100000.0,Boherguy Stud                 ,,
2020.0,Night of Thunder (IRE),Arabescatta (GB),Colt,Kildaragh Stud,120000.0,Avenue Bloodstock             ,,
2020.0,Ribchester (IRE),Araniya (FR),Colt,Yeomanstown Stud,42000.0,Magnolia Racing               ,,
2020.0,Sioux Nation (USA),Ardea Brave (IRE),Filly,The Castlebridge Consignment,18000.0,Botti                         ,,
2020.0,Exceed And Excel (AUS),Ariena (IRE),Colt,Ballough House Stud,95000.0,Helen MacPhail                ,,
2020.0,U S Navy Flag (USA),Arosa (IRE),Filly,Barronstown Stud,75000.0,D J Stables                   ,,
2020.0,Kodiac (GB),Arty Crafty (USA),Colt,Airlie Stud,70000.0,Con Marnane                   ,,
2020.0,Churchill (IRE),Arya (USA),Filly,Derrymore Farm,,Not Sold (15000),,
2020.0,Churchill (IRE),Arya Tara (IRE),Colt,The Castlebridge Consignment,360000.0,"Justin Casse, Agent           ",,
2020.0,Camelot (GB),Asawer (IRE),Filly,Barronstown Stud,70000.0,Mags O'Toole                  ,,
2020.0,Camelot (GB),Attire (IRE),Colt,The Castlebridge Consignment,1200000.0,M V Magnier                   ,,
2020.0,Postponed (IRE),Aviacion (BRZ),Filly,Baroda Stud,11000.0,Johnston Racing               ,,
2020.0,No Nay Never (USA),Aviate (GB),Colt,Glenvale Stud,,Vendor (40000),,
2020.0,Starspangledbanner (AUS),Await (IRE),Colt,Glenvale Stud,,Vendor (20000),,
2020.0,Bungle Inthejungle (GB),Ayr Missile (GB),Colt,Newlands House Stud,62000.0,McKeever Bloodstock/Sammy Ma  ,,
2020.0,Expert Eye (GB),Bahati (IRE),Filly,Rathbarry Stud,70000.0,"Kenneth McPeek, Agent         ",,
2020.0,Sea The Stars (IRE),Baino Hope (FR),Colt,The Castlebridge Consignment,180000.0,BBA Ireland                    (PS),,
2020.0,No Nay Never (USA),Baliyana (IRE),Colt,Camas Park Stud,100000.0,Joseph O'Brien                ,,
2020.0,Roaring Lion (USA),Beach Bunny (IRE),Colt,Hollyhill Stud,20000.0,Johnston Racing               ,,
2020.0,Zoffany (IRE),Beat The Stars (IRE),Filly,Oghill House Stud,110000.0,AOR/Middleham Park Racing     ,,
2020.0,Galileo (IRE),Beauty Bright (IRE),Colt,The Castlebridge Consignment,,Withdrawn,,
2020.0,Frankel (GB),Belesta (GB),Colt,Marlhill House Stud,900000.0,"Kenneth McPeek, Agent         ",,
2020.0,No Nay Never (USA),Belle Isle (GB),Filly,The Castlebridge Consignment,150000.0,Johnston Racing               ,,
2020.0,Caravaggio (USA),Best of My Love (IRE),Filly,Weir View Stud,75000.0,"Kim Valerio,Agent DJ Stables  ",,
2020.0,Sea The Moon (GER),Best Side (IRE),Filly,Kildaragh Stud,31000.0,Peter Allen                   ,,
2020.0,Dandy Man (IRE),Bibliotheca (JPN),Colt,Oaks Farm Stables,76000.0,Highclere Agency,,
2020.0,Acclamation (GB),Big Boned (USA),Colt,Kilminfoyle House Stud,330000.0,White Birch Farm/Demi O'Byrne ,,
2020.0,Lope de Vega (IRE),Biscaya Bay (GB),Colt,Camas Park Stud,160000.0,Filip Zwicky                  ,,
2020.0,Kessaar (IRE),Bisous Y Besos (IRE),Colt,Tally Ho Stud,100000.0,Highclere Agency              ,,
2020.0,Churchill (IRE),Blackgold Fairy (USA),Colt,The Castlebridge Consignment,40000.0,Barry Lynch                   ,,
2020.0,Australia (GB),Blessing (USA),Colt,Castlehyde Stud,30000.0,Rochestown Lodge Stud         ,,
2020.0,Kodiac (GB),Blue Chip (GB),Colt,The Castlebridge Consignment,52000.0,Francisco Castro              ,,
2020.0,U S Navy Flag (USA),Boca Raton (IRE),Colt,Camas Park Stud,52000.0,Michael Halford               ,,
2020.0,Churchill (IRE),Bright Glow (GB),Filly,Manister House Stud,75000.0,Joe Foley                     ,,
2020.0,Caravaggio (USA),Brioniya (GB),Colt,Yeomanstown Stud,115000.0,Pearly Baker                  ,,
2020.0,Acclamation (GB),Broadway Duchess (IRE),Filly,Baroda Stud,85000.0,New Approach Bloodstock       ,,
2020.0,Zoffany (IRE),Byzantium (GB),Colt,Castletown Stud,55000.0,Barry Lynch                   ,,
2020.0,Showcasing (GB),Campion (GB),Colt,Oaks Farm Stables,80000.0,R O'Ryan/R Fahey              ,,
2020.0,Kodiac (GB),Capriole (GB),Filly,Lynn Lodge Stud,95000.0,Bobby O'Ryan/Ben Haslam       ,,
2020.0,Kingman (GB),Carte de Visite (USA),Filly,The Castlebridge Consignment,100000.0,Johnny Murtagh/Eddie Linehan  ,,
2020.0,Roaring Lion (USA),Cascading (GB),Colt,Ballylinch Stud,67000.0,Johnston Racing               ,,
2020.0,Saxon Warrior (JPN),Cassandra Go (IRE),Colt,Ballyhimkin Stud,540000.0,BBA Ireland                   ,,
2020.0,No Nay Never (USA),Catch The Eye (IRE),Colt,The Castlebridge Consignment,125000.0,W De Burgh/F Stack            ,,
2020.0,Ribchester (IRE),Catchline (USA),Filly,Baroda Stud,,Withdrawn,,
2020.0,Expert Eye (GB),Catchment (GB),Filly,The Castlebridge Consignment,80000.0,Oak Tree Farm                 ,,
2020.0,Kessaar (IRE),Ceilidhs Dream (GB),Filly,Grove Stud,,Withdrawn,,
2020.0,Caravaggio (USA),Centreofattention (AUS),Colt,Oaks Farm Stables,10000.0,Beliar Bloodstock              (PS),,
2020.0,Shalaa (IRE),Chantilly Pearl (USA),Colt,Grove Stud,100000.0,Kenneth McPeek/C H Diamond    ,,
2020.0,Nathaniel (IRE),Chantrea (IRE),Colt,Airlie Stud,19000.0,Bobby O'Ryan                  ,,
2020.0,Teofilo (IRE),Cherry Creek (IRE),Filly,Galbertstown Stables,52000.0,Johnston Racing               ,,
2020.0,Raven's Pass (USA),Cheyenne Star (IRE),Colt,Oghill House Stud,50000.0,Bobby O'Ryan                  ,,
2020.0,Pivotal (GB),Chocolate Hills (FR),Colt,Kildaragh Stud,62000.0,BBA Ireland                   ,,
2020.0,Dark Angel (IRE),Choose Me (IRE),Filly,Owenstown Stud,230000.0,Amanda Skiffington            ,,
2020.0,Teofilo (IRE),Christinas Letter (IRE),Filly,Boherguy Stud,22000.0,AMG Bloodstock                ,,
2020.0,Australia (GB),Clifden Arts (IRE),Colt,Oaklawn Stud,68000.0,Barry Lynch                   ,,
2020.0,Exceed And Excel (AUS),Climene (IRE),Filly,The Castlebridge Consignment,,Vendor (58000),,
2020.0,Belardo (IRE),Combination (FR),Filly,Kildaragh Stud,62000.0,BBA Ireland                   ,,
2020.0,Sea The Stars (IRE),Contrary (IRE),Filly,Ballygallon Stud Ltd,72000.0,Ballygallon Stud              ,,
2020.0,U S Navy Flag (USA),Convocate (USA),Filly,Marlhill House Stud,100000.0,"Top Line Sales, USA           ",,
2020.0,Justify (USA),Costa Del Sol (USA),Filly,Baroda Stud,80000.0,Niall & Colin Brennan          (PS),,
2020.0,Oscar Performance (USA),Costume (GB),Colt,Glidawn Stud,60000.0,Filip Zwicky                  ,,
2020.0,Churchill (IRE),Crazy Volume (IRE),Filly,Camas Park Stud,100000.0,BBA Ireland/Yulong Investments,,
2020.0,Sea The Stars (IRE),Creggs Pipes (IRE),Filly,Galbertstown Stables,180000.0,Sunderland Holding Inc        ,,
2020.0,New Bay (GB),Creme Anglaise (GB),Filly,Ballylinch Stud,36000.0,"A.C. Elliott, Agent           ",,
2020.0,Ribchester (IRE),Crimson Lass (IRE),Filly,Kildaragh Stud,47000.0,Adam Potts                    ,,
2020.0,Expert Eye (GB),Cristale (IRE),Filly,Rossenarra Stud,62000.0,BBA Ireland                   ,,
2020.0,Dark Angel (IRE),Cut No Ice (IRE),Colt,Yeomanstown Stud,145000.0,R O'Ryan/R Fahey              ,,
2020.0,Kodiac (GB),Cute (GB),Colt,Tally Ho Stud,120000.0,B GrassickBS/Ronan Fitzpatrick,,
2020.0,Showcasing (GB),Dadao (GB),Colt,Glenvale Stud,260000.0,"Ben McElroy, Agent            ",,
2020.0,Zoustar (AUS),Daivika (USA),Colt,Camas Park Stud,34000.0,Stamina Turf                  ,,
2020.0,Roaring Lion (USA),Dame d'Honneur (IRE),Filly,Abbeville Stud,30000.0,Johnston Racing               ,,
2020.0,Bobby's Kitten (USA),Dancer's Leap (GB),Colt,The Castlebridge Consignment,18000.0,Botti                         ,,
2020.0,Showcasing (GB),Daring Day (GB),Filly,Grove Stud,260000.0,Peter & Ross Doyle B/S        ,,
2020.0,Lope de Vega (IRE),Dark Crusader (IRE),Colt,The Castlebridge Consignment,,Not Sold (275000),,
2020.0,Dragon Pulse (IRE),Darwell (IRE),Colt,Springwell Stud,32000.0,Tally Ho                      ,,
2020.0,Teofilo (IRE),Dawn of Day (IRE),Colt,Boherguy Stud,200000.0,Richard Ryan                  ,,
2020.0,Kingman (GB),Dawning (USA),Colt,Camas Park Stud,50000.0,K L Bloodstock                ,,
2020.0,Belardo (IRE),Dayrose (GB),Filly,Lynn Lodge Stud,40000.0,Joseph O'Brien                ,,
2020.0,Awtaad (IRE),Delicate (GB),Filly,Kildaragh Stud,,Vendor (38000),,
2020.0,Kodiac (GB),Delphica (IRE),Filly,Tally Ho Stud,44000.0,Willie McCreery               ,,
2020.0,Starspangledbanner (AUS),Dingle View (IRE),Colt,Rockfield Farm,22000.0,Johnston Racing               ,,
